"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","25","0","0","3","1","3","0","1","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","59","3","4","54","3","16","0","16","0","28","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","111","10","7","65","2","63","3","52","0","51","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","35","4","16","54","2","21","0","9","2","31","5","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","4","17","4","15","61","1","14","2","3","0","24","8","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","0","9","4","18","40","4","10","1","2","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","3","21","39","1","7","5","0","0","11","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","2","1","1","26","27","3","5","1","0","0","7","12","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"7歳","2","0","2","10","21","2","4","1","0","0","4","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","13","23","0","1","1","0","0","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","2","0","0","15","16","3","0","1","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","2","21","40","1","2","0","0","0","1","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","0","0","3","16","1","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","2","0","2","12","66","0","4","0","0","1","0","9","4","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","28","257","35","181","525","24","151","16","83","3","172","91","13","2","0","11","0","1","8","1","0","1","0","0","0","0","0","1","0"
