"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","1","0","0","6","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","7","0","0","26","2","4","0","26","0","0","3","0","0","4","0","0","1","0","0","0","0","0"
"1歳","0","2","1","2","34","7","14","2","19","0","0","9","0","0","4","1","0","0","0","0","0","0","0"
"2歳","0","0","3","5","28","3","14","0","1","0","0","1","0","1","2","0","0","0","0","0","1","0","0"
"3歳","2","0","1","12","24","3","12","1","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0"
"4歳","1","0","0","10","23","10","10","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0"
"5歳","2","0","1","23","14","1","2","1","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0"
"6歳","7","0","1","15","18","5","6","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0"
"7歳","3","0","1","16","20","3","2","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0"
"8歳","4","0","3","5","14","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","4","16","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","0","12","33","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"20〜29歳","0","0","0","5","43","0","0","0","0","1","0","1","1","0","0","0","0","2","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","25","10","11","109","303","36","64","5","50","2","0","25","1","12","11","1","0","13","0","0","3","1","1"
