"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","20","0","0","13","2","0","0","1","0","1","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","55","6","1","65","2","8","1","56","0","21","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","73","12","6","110","10","47","4","77","0","43","2","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","25","18","15","69","18","33","9","15","0","23","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","2","13","14","31","81","24","25","12","2","0","15","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","7","6","13","46","74","20","15","18","3","0","14","11","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","5","1","7","47","61","16","6","14","1","0","13","15","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"6歳","4","0","4","55","44","15","10","10","0","0","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","3","32","38","11","3","5","0","0","5","7","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","2","0","1","34","39","2","7","2","0","1","3","8","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","2","15","34","1","0","2","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","5","0","2","32","86","6","4","3","0","2","3","4","2","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","5","38","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","2","1","6","19","88","0","2","2","2","0","3","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","37","194","88","338","840","128","160","82","157","4","158","73","23","3","0","24","0","7","9","0","0","0","0","0","0","0","0","0","0"
