"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","3","2","1","7","1","2","0","3","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","0","9","12","1","70","10","5","2","31","1","37","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","5","46","25","100","7","27","1","55","0","109","0","9","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0"
"2歳","0","1","18","26","81","11","26","5","14","0","65","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","0","0","16","54","94","18","10","11","3","0","68","5","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","14","58","79","18","6","11","2","0","36","8","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","8","72","63","25","3","14","0","0","28","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","7","59","67","15","7","9","1","0","11","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","2","35","39","8","2","5","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","28","32","4","2","3","0","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","3","16","31","1","1","4","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","3","44","67","1","2","1","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","4","15","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","0","12","62","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3","18","131","435","807","123","93","66","109","2","366","49","23","2","0","14","1","1","1","0","2","2","0","0","0","0","0","2","0"
