"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","24","1","1","15","1","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","33","6","3","101","0","28","1","42","62","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","79","34","26","134","3","82","12","50","257","5","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","22","23","27","111","1","58","13","24","182","6","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","12","19","55","108","4","45","30","4","94","7","4","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","1","5","22","63","104","7","25","34","1","91","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","1","3","15","69","88","18","21","43","0","47","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","2","1","8","50","69","7","11","29","1","28","5","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"7歳","0","0","5","52","41","12","12","9","0","11","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","25","41","3","3","8","0","9","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","24","33","10","3","8","1","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","36","102","7","4","10","0","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","3","12","0","0","0","0","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","2","31","104","2","3","2","0","7","2","0","0","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","6","179","135","465","1063","75","297","199","123","811","49","27","1","1","26","1","3","0","0","1","0","0","0","0","0","0","0","0"
