"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","9","5","0","1","6","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","39","7","0","2","42","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"1歳","0","0","5","2","73","29","4","3","38","1","1","2","0","1","2","0","0","0","0","0","1","0","0"
"2歳","0","0","3","10","60","33","1","2","2","0","1","3","0","9","2","0","0","0","0","0","0","0","0"
"3歳","0","0","2","24","75","41","2","11","0","0","0","5","0","7","0","1","0","0","0","0","0","0","0"
"4歳","0","0","1","29","88","23","1","12","1","0","0","3","0","12","0","0","0","0","0","0","2","0","0"
"5歳","0","0","4","23","59","17","0","15","0","0","0","1","1","11","1","0","0","0","0","0","0","0","0"
"6歳","0","0","2","23","38","10","0","14","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","23","26","7","0","9","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","12","26","4","0","7","0","0","1","0","0","5","0","0","0","0","0","0","1","0","0"
"9歳","0","0","0","10","19","3","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","0","12","42","4","0","5","0","1","0","0","2","3","0","0","0","0","0","0","1","0","0"
"15〜19歳","0","0","0","1","12","0","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0"
"20〜29歳","0","2","0","12","85","1","0","8","0","0","1","1","0","5","0","0","1","2","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1","2","17","181","651","184","8","94","89","3","6","18","3","64","6","1","1","14","0","0","6","0","1"
