"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","10","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","",""
"中央区","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","0","9","135","1","1","2","9","0","2","0","0","7","0","1","0","0","0","0","0","0","0","0","0","4","","","","","","",""
"新宿区","0","18","55","1","0","1","8","2","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","4","","","","","","",""
"文京","1","8","142","0","1","1","12","2","4","0","0","5","0","1","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"台東","0","9","110","0","0","0","22","0","1","1","1","3","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","0","22","39","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","","","","","","",""
"江東区","2","14","341","5","3","1","28","1","3","1","2","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","1","3","82","0","0","5","4","1","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","0","7","103","0","0","2","5","0","2","0","1","2","1","3","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","2","26","225","8","2","4","26","1","2","2","1","2","0","4","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"世田谷","2","22","360","4","4","10","23","2","1","0","3","8","0","1","0","0","2","0","0","0","0","0","0","4","","","","","","",""
"渋谷区","1","10","114","1","1","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中野区","1","17","256","0","0","6","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","6","8","141","1","0","0","7","0","1","0","0","1","0","0","0","0","0","0","0","2","0","1","0","5","","","","","","",""
"池袋","2","11","139","0","0","5","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","0","14","89","2","0","2","5","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","1","15","209","10","2","5","10","0","3","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","2","18","164","1","2","1","12","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"練馬区","1","18","253","2","3","6","24","1","4","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","0","46","281","5","1","3","14","0","0","3","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","2","19","77","0","0","2","8","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","",""
"江戸川","0","38","212","2","4","5","9","0","2","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","0","22","673","5","2","11","27","3","3","2","4","9","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"町田市","2","20","552","11","2","11","73","5","5","2","5","14","1","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","22","106","0","0","2","5","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","2","","","","","","",""
"南多摩","0","34","265","0","0","8","18","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","7","17","189","2","0","15","9","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","7","","","","","","",""
"多摩府中","3","35","521","7","3","16","35","4","3","2","1","14","1","6","0","0","0","0","0","2","0","0","1","8","","","","","","",""
"多摩小平","2","38","352","7","7","8","46","4","4","3","8","7","0","0","0","0","1","0","0","2","0","0","1","5","","","","","","",""
"島しょ","1","6","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"合計","39","556","6224","76","38","133","451","29","46","18","31","106","3","26","0","0","5","0","0","10","0","1","2","56","","","","","","",""
