"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","9","3","1","7","0","0","0","0","0","",""
"中央区","9","0","0","1","0","0","0","0","0","",""
"みなと","15","20","11","5","0","0","18","6","0","",""
"新宿区","35","9","16","21","0","2","11","2","0","",""
"文京","7","3","3","2","0","0","5","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","",""
"墨田区","3","2","0","3","0","0","0","4","1","",""
"江東区","8","8","4","4","0","0","0","0","0","",""
"品川区","1","3","0","3","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","1","0","0","4","0","0","",""
"世田谷","0","0","0","0","0","0","3","0","0","",""
"渋谷区","7","2","1","1","0","0","1","0","0","",""
"中野区","4","2","0","3","0","1","0","0","0","",""
"杉並","2","0","0","0","0","0","17","0","0","",""
"池袋","13","4","8","7","0","1","3","3","0","",""
"北区","1","2","1","2","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","1","0","0","3","0","0","1","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","1","2","0","2","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","5","3","0","",""
"江戸川","3","0","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","1","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","2","0","0","1","1","0","0","0","0","",""
"多摩府中","1","0","0","1","0","0","17","8","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","123","60","45","67","1","4","86","26","1","",""
