"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","23","4","3","19","117","13","0","0","4","0","0","4","0","0","3","0","0","0","0","0","","","","","",""
"区南部","13","1","5","13","172","2","0","2","3","0","0","4","2","0","0","1","0","0","0","0","","","","","",""
"区西南部","47","0","0","4","92","4","0","3","2","0","0","7","0","0","0","0","1","0","0","0","","","","","",""
"区西部","36","0","2","14","147","6","0","1","2","0","0","2","0","0","0","0","0","0","2","0","","","","","",""
"区西北部","49","0","0","11","94","9","0","0","4","1","0","3","1","0","0","1","0","0","0","0","","","","","",""
"区東北部","34","0","0","19","75","10","0","1","5","0","0","8","1","0","0","0","0","0","1","0","","","","","",""
"区東部","39","4","0","29","157","7","1","1","8","0","0","1","1","0","0","1","0","0","0","0","","","","","",""
"西多摩","31","0","0","8","30","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","39","0","3","71","198","22","0","1","9","0","0","6","2","1","0","1","0","0","0","0","","","","","",""
"北多摩西部","10","0","0","2","32","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","55","0","0","6","44","7","0","0","3","0","0","1","0","0","0","2","0","0","0","0","","","","","",""
"北多摩北部","39","1","1","14","70","12","0","0","4","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","415","10","14","210","1228","96","1","10","44","1","0","36","8","1","3","8","1","0","3","0","","","","","",""
