"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","17","0","0","1","14","2","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央","1","0","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"日本橋","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"みなと","0","0","0","1","8","8","0","1","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","24","0","0","3","65","2","0","1","5","0","0","0","0","10","0","0","0","7","0","0","0","0","0","0","7","6","2","2","0","0"
"文京","19","0","0","0","19","2","0","0","1","0","0","0","0","3","0","0","0","5","0","0","0","0","0","0","4","3","1","1","0","0"
"台東","8","0","0","2","40","6","0","6","4","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","10","0","0","0","31","4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","4","3","0","1","0","0"
"江東区","6","0","0","7","42","7","5","1","1","0","0","0","0","3","1","0","0","2","0","0","0","0","0","0","4","3","1","0","0","0"
"品川区","11","0","0","2","40","3","0","2","3","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","4","0","0","1","18","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","22","0","0","7","78","2","0","5","8","0","0","1","0","3","3","0","0","1","0","0","0","0","0","2","10","9","1","1","0","0"
"世田谷","28","0","0","0","123","10","0","7","6","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","9","8","0","2","0","0"
