"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","14","3","2","2","0","0","1","0","0","2","2"
"中央区","9","4","2","5","1","0","0","0","0","3","0"
"みなと","12","42","4","6","0","0","5","0","0","2","1"
"新宿区","39","34","66","20","1","0","19","0","0","7","2"
"文京","5","1","2","3","0","0","6","1","0","1","1"
"台東","13","1","1","17","6","0","0","0","0","2","0"
"墨田区","2","1","0","0","1","0","4","2","0","2","1"
"江東区","10","1","2","8","0","0","0","0","0","2","0"
"品川区","2","3","0","2","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","5","0","0","1","0","0","1","0","0","2","1"
"世田谷","0","0","0","0","0","0","5","0","0","0","2"
"渋谷区","15","13","5","4","0","0","1","0","0","5","1"
"中野区","0","0","0","1","0","0","0","0","0","2","0"
"杉並","9","0","1","2","0","0","0","0","0","2","2"
"池袋","20","5","4","6","0","0","1","0","0","3","1"
"北区","0","0","2","0","0","0","0","0","0","1","0"
"荒川区","0","1","0","0","0","0","0","0","0","1","0"
"板橋区","4","0","0","5","0","0","0","3","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","5","2","0","2","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","1","0","0","0","1"
"江戸川","9","3","3","4","1","0","0","0","0","2","0"
"八王子市","5","3","1","1","2","0","4","0","0","4","1"
"町田市","4","2","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","14","1","0","4","1","0","1","0","0","2","1"
"多摩府中","0","0","0","0","0","0","14","2","0","3","3"
"多摩小平","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","1"
"合計","196","120","95","93","13","0","64","8","0","55","25"
