"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","2","0","0","9","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"〜1歳","1","2","0","1","33","4","0","0","17","0","0","1","1","0","0","0","0","0","0","0"
"1歳","0","2","1","3","97","20","4","0","20","0","0","5","2","0","0","0","0","0","0","0"
"2歳","0","4","2","5","63","17","7","0","1","0","1","5","2","0","0","0","0","0","1","0"
"3歳","1","0","1","11","62","14","3","1","1","0","0","6","1","0","0","1","0","0","1","0"
"4歳","2","0","2","11","54","20","2","2","1","0","0","7","0","0","0","0","0","0","1","0"
"5歳","1","0","0","13","36","21","0","1","0","0","0","13","0","0","0","0","0","0","0","0"
"6歳","2","0","0","14","33","11","0","0","0","0","0","13","2","0","0","0","0","0","1","0"
"7歳","0","0","0","23","33","4","0","3","0","0","0","1","0","0","0","0","0","0","0","0"
"8歳","2","0","0","12","30","0","1","1","0","0","0","6","0","0","0","0","0","0","0","0"
"9歳","0","0","0","6","16","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","0","13","51","1","0","2","0","0","0","4","0","0","0","1","0","0","0","0"
"15〜19歳","0","0","0","0","15","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0"
"20〜29歳","1","0","0","3","42","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","14","10","6","115","574","117","17","11","41","0","2","65","10","0","0","12","0","0","4","0"
