"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","6","0","1","8","0","15","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","9","6","0","61","1","168","0","28","0","33","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","15","24","10","110","3","553","1","61","0","98","5","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","0","2","12","12","75","7","319","4","14","0","83","6","2","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","0","1","12","20","53","5","164","9","6","1","49","9","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","18","24","41","9","118","14","3","0","31","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","8","24","38","9","70","16","0","0","18","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","0","1","10","26","24","6","30","4","0","0","4","5","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","4","37","15","3","22","4","0","0","7","5","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","10","24","2","10","7","1","0","5","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","13","13","2","7","7","0","0","4","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","16","52","1","24","5","0","0","4","6","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","4","14","0","4","0","0","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","1","3","18","52","0","31","0","0","0","2","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","1","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"合計","4","35","102","215","580","48","1535","71","119","1","342","62","16","1","0","21","0","1","21","1","0","1","0","0","0","0","0","1","0"
