"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","4","4","0","0","5","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","2","19","19","8","1","52","0","1","11","5","0","4","0","0","0","0","0","0","0","0","0"
"1歳","0","0","2","3","48","39","24","2","13","0","1","58","1","6","7","0","0","0","0","0","0","0","0","0"
"2歳","0","0","3","7","37","36","26","5","0","0","1","51","1","9","1","0","0","0","0","0","0","0","0","0"
"3歳","0","0","3","14","49","49","14","6","0","0","0","49","1","15","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","4","17","45","42","21","11","0","0","1","32","0","10","1","0","0","0","0","0","0","0","0","0"
"5歳","0","0","0","23","33","18","7","9","0","0","0","12","0","19","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","0","16","29","5","6","7","0","0","0","12","0","12","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","1","18","18","9","2","7","1","0","0","2","0","10","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","3","15","3","2","7","1","0","0","1","0","6","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","3","7","0","1","5","0","0","1","1","2","4","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","5","33","3","5","1","0","0","0","2","0","2","0","0","0","0","0","0","0","1","0","0"
"15〜19歳","0","0","0","2","10","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","0","16","67","2","2","0","0","0","0","3","0","1","1","0","0","7","0","0","0","0","0","3"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","3"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","14","129","414","229","118","61","72","1","6","236","10","94","17","0","0","18","0","0","0","1","0","6"
