"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","3","1","2","2","0","0","1","0","0","2","2"
"中央区","3","4","0","1","1","0","0","0","0","3","0"
"みなと","12","4","14","5","0","0","1","0","0","2","1"
"新宿区","16","2","5","11","0","0","13","1","0","7","2"
"文京","2","0","1","1","0","0","1","0","0","1","1"
"台東","9","1","6","11","0","0","0","0","0","2","0"
"墨田区","1","4","0","0","0","0","2","0","0","2","1"
"江東区","11","1","2","3","0","0","0","0","0","2","0"
"品川区","85","3","7","41","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","1","0","1","0","0","0","4","0","0","2","1"
"世田谷","0","0","0","0","0","0","5","0","0","0","2"
"渋谷区","21","4","7","4","0","0","1","0","0","5","1"
"中野区","12","0","0","3","0","0","0","0","0","2","0"
"杉並","5","0","2","2","0","0","0","0","0","2","2"
"池袋","14","0","2","4","2","0","2","0","0","3","1"
"北区","1","0","0","0","0","0","0","0","0","1","0"
"荒川区","1","0","0","1","0","0","0","0","0","1","0"
"板橋区","7","0","0","0","0","0","3","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","6","0","1","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","2","1","0","0","1"
"江戸川","11","0","3","4","2","0","0","0","0","2","0"
"八王子市","6","1","0","0","0","0","2","0","0","4","1"
"町田市","1","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","7","1","0","4","1","0","0","0","0","2","1"
"多摩府中","3","0","0","0","0","0","7","0","0","3","3"
"多摩小平","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","238","26","53","97","6","0","44","2","0","55","25"
