"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","10","2","13","17","0","1","1","0","0","0","",""
"中央区","8","4","1","1","0","0","0","0","0","0","",""
"みなと","13","25","15","3","0","0","3","0","0","0","",""
"新宿区","23","13","23","22","0","10","4","3","0","0","",""
"文京","8","1","3","5","0","0","1","0","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","1","4","0","6","0","0","2","0","0","0","",""
"江東区","14","8","2","9","0","1","0","0","0","0","",""
"品川区","9","5","2","5","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","4","0","0","2","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","4","0","0","0","",""
"渋谷区","7","3","0","2","0","0","0","0","0","0","",""
"中野区","4","1","0","2","0","2","0","0","0","0","",""
"杉並","2","1","1","0","0","1","0","0","0","0","",""
"池袋","11","4","5","4","0","0","3","5","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","3","0","0","4","0","0","1","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","2","0","1","1","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","4","5","0","0","",""
"江戸川","3","2","0","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","0","",""
"町田市","1","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","12","0","0","0","",""
"多摩小平","0","0","0","0","0","0","1","2","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","123","73","66","83","0","15","37","15","0","0","",""
